hgnc_id	symbol	name	locus_group	locus_type	alias_symbol	prev_symbol	gene_group	gene_group_id	ensembl_gene_id
HGNC:17347	DDX23	DEAD-box helicase 23	protein-coding gene	gene with protein product	Prp28|U5-100KD|PRPF28|SNRNP100		DEAD-box helicases|U5 small nuclear ribonucleoprotein	499|1503	ENSG00000174243
HGNC:18698	DDX25	DEAD-box helicase 25	protein-coding gene	gene with protein product	GRTH		DEAD-box helicases	499	ENSG00000109832
HGNC:18676	DDX42	DEAD-box helicase 42	protein-coding gene	gene with protein product	RNAHP|RHELP|SF3b125|SF3B8		DEAD-box helicases	499	ENSG00000198231
HGNC:17906	DDX50	DExD-box helicase 50	protein-coding gene	gene with protein product	GU2|MGC3199|GUB|RH-II/GuB		DEAD-box helicases	499	ENSG00000107625
HGNC:2753	DECR1	2,4-dienoyl-CoA reductase 1	protein-coding gene	gene with protein product	SDR18C1	DECR	Short chain dehydrogenase/reductase superfamily	743	ENSG00000104325
HGNC:24450	DEDD2	death effector domain containing 2	protein-coding gene	gene with protein product	FLAME-3		Death effector domain containing	1019	ENSG00000160570
HGNC:29966	DEFB108B	defensin beta 108B	protein-coding gene	gene with protein product			Defensins, beta	503	ENSG00000184276
HGNC:18097	DEFB116	defensin beta 116	protein-coding gene	gene with protein product	DEFB-16		Defensins, beta	503	ENSG00000215545
HGNC:33806	DEFB132	defensin beta 132	protein-coding gene	gene with protein product	RP5-1103G7.6|DEFB32		Defensins, beta	503	ENSG00000186458
HGNC:31331	DEFB133	defensin beta 133 (pseudogene)	pseudogene	pseudogene			Defensins, beta	503	ENSG00000214643
HGNC:26192	DENND2D	DENN domain containing 2D	protein-coding gene	gene with protein product	FLJ22457|RP5-1180E21.2		DENN domain containing	504	ENSG00000162777
HGNC:26079	DENND4C	DENN domain containing 4C	protein-coding gene	gene with protein product	FLJ20686|bA513M16.3|RAB10GEF	C9orf55B|C9orf55	DENN domain containing	504	ENSG00000137145
HGNC:24269	DERA	deoxyribose-phosphate aldolase	protein-coding gene	gene with protein product	CGI-26|DEOC		Aldehyde lyases	4135	ENSG00000023697
HGNC:25477	DET1	DET1 partner of COP1 E3 ubiquitin ligase	protein-coding gene	gene with protein product	FLJ10103				ENSG00000140543
HGNC:2772	DFFA	DNA fragmentation factor subunit alpha	protein-coding gene	gene with protein product	DFF-45|DFF45|ICAD|DFF1		DNA fragmentation factor subunits	3841	ENSG00000160049
HGNC:2773	DFFB	DNA fragmentation factor subunit beta	protein-coding gene	gene with protein product	CAD|CPAN|DFF-40|DFF40		DNA fragmentation factor subunits	3841	ENSG00000169598
HGNC:2843	DGAT1	diacylglycerol O-acyltransferase 1	protein-coding gene	gene with protein product	ARGP1	DGAT	Membrane bound O-acyltransferase family|MicroRNA protein coding host genes	1036|1691	ENSG00000185000
HGNC:16940	DGAT2	diacylglycerol O-acyltransferase 2	protein-coding gene	gene with protein product			Diacylglycerol O-acyltransferase 2 family	1235	ENSG00000062282
HGNC:2849	DGKA	diacylglycerol kinase alpha	protein-coding gene	gene with protein product	DGK-alpha	DAGK|DAGK1	EF-hand domain containing|Diacylglycerol kinase family	863|1178	ENSG00000065357
HGNC:20603	DHDDS	dehydrodolichyl diphosphate synthase subunit	protein-coding gene	gene with protein product	HDS|FLJ13102|DS|RP59|hCIT		Dehydrodolichyl diphosphate synthase 	1733	ENSG00000117682
HGNC:21524	DHRS7	dehydrogenase/reductase 7	protein-coding gene	gene with protein product	retDSR4|SDR34C1		Short chain dehydrogenase/reductase superfamily	743	ENSG00000100612
HGNC:28326	DHRS13	dehydrogenase/reductase 13	protein-coding gene	gene with protein product	MGC23280|SDR7C5		Short chain dehydrogenase/reductase superfamily	743	ENSG00000167536
HGNC:15815	DHX29	DExH-box helicase 29	protein-coding gene	gene with protein product		DDX29	DEAH-box helicases	500	ENSG00000067248
HGNC:32213	DIPK1A	divergent protein kinase domain 1A	protein-coding gene	gene with protein product	FLJ23493	FAM69A	Divergent protein kinase domain family	1622	ENSG00000154511
HGNC:19711	DISP1	dispatched RND transporter family member 1	protein-coding gene	gene with protein product	DISPA|MGC13130|DKFZP434I0428|MGC16796		Dispatched RND transporter family 	2217	ENSG00000154309
HGNC:2896	DLAT	dihydrolipoamide S-acetyltransferase	protein-coding gene	gene with protein product	PDC-E2|E2	DLTA	Pyruvate dehydrogenase complex subunits|Acyltransferases	1547|4120	ENSG00000150768
HGNC:2898	DLD	dihydrolipoamide dehydrogenase	protein-coding gene	gene with protein product	DLDH|E3|OGDC-E3	LAD|GCSL	Pyruvate dehydrogenase complex subunits|Oxoglutarate dehydrogenase complex subunits|Flavoproteins|Oxoadipate dehydrogenase complex subunits|Branched chain alpha-keto acid dehydrogenase complex subunits|Oxidoreductases	1547|2022|2258|3647|3649|4070	ENSG00000091140
HGNC:2906	DLGAP2	DLG associated protein 2	protein-coding gene	gene with protein product	DAP-2	ERICH1-AS1|C8orf68			ENSG00000198010
HGNC:18799	DMAC2L	distal membrane arm assembly component 2 like	protein-coding gene	gene with protein product	HSU79253|ATPW	ATP5S			ENSG00000125375
HGNC:2932	DMP1	dentin matrix acidic phosphoprotein 1	protein-coding gene	gene with protein product			SIBLING family	1279	ENSG00000152592
HGNC:2935	DMRT2	doublesex and mab-3 related transcription factor 2	protein-coding gene	gene with protein product			Doublesex and mab-3 related transcription factor family	3824	ENSG00000173253
HGNC:14603	DMTF1	cyclin D binding myb like transcription factor 1	protein-coding gene	gene with protein product	DMP1|DMTF|hDMP1|MRUL		Myb/SANT domain containing	532	ENSG00000135164
HGNC:30492	DNAAF3	dynein axonemal assembly factor 3	protein-coding gene	gene with protein product	FLJ40069|FLJ36139|pf22|PCD	C19orf51|CILD2	Axonemal dynein assembly factors	1627	ENSG00000167646
HGNC:2946	DNAH17	dynein axonemal heavy chain 17	protein-coding gene	gene with protein product	DNEL2|FLJ40457	DNAHL1	Dyneins, axonemal outer arm complex subunits|Dynein heavy chains	2031|3999	ENSG00000187775
HGNC:11808	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	protein-coding gene	gene with protein product	hTid-1|Tid1-S|Tid1-L	TID1	DNAJ (HSP40) heat shock proteins	584	ENSG00000103423
HGNC:5270	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	protein-coding gene	gene with protein product	Hsp40|Sis1|RSPH16B	HSPF1	DNAJ (HSP40) heat shock proteins	584	ENSG00000132002
HGNC:5228	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2	protein-coding gene	gene with protein product	HSPF3|CMT2T	HSJ1	DNAJ (HSP40) heat shock proteins	584	ENSG00000135924
HGNC:14888	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	protein-coding gene	gene with protein product	MRJ	LGMD1D	DNAJ (HSP40) heat shock proteins	584	ENSG00000105993
HGNC:20325	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	protein-coding gene	gene with protein product	MCJ	DNAJD1	DNAJ (HSP40) heat shock proteins	584	ENSG00000120675
HGNC:1297	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	protein-coding gene	gene with protein product	C21orf78	C21orf55	DNAJ (HSP40) heat shock proteins	584	ENSG00000177692
HGNC:2956	DNASE1	deoxyribonuclease 1	protein-coding gene	gene with protein product		DNL1			ENSG00000213918
HGNC:2972	DNM1	dynamin 1	protein-coding gene	gene with protein product		DNM	Pleckstrin homology domain containing|Dynamins	682|3569	ENSG00000106976
HGNC:2973	DNM1L	dynamin 1L	protein-coding gene	gene with protein product	DRP1|DVLP|HDYNIV|DYMPLE|VPS1		Dynamin superfamily	3567	ENSG00000087470
HGNC:2976	DNMT1	DNA methyltransferase 1	protein-coding gene	gene with protein product	MCMT|CXXC9	DNMT	Zinc fingers CXXC-type|7BS C5-cytosine DNA/RNA methyltransferases|DNA/RNA methyltransferases	136|2060|3371	ENSG00000130816
HGNC:2978	DNMT3A	DNA methyltransferase 3 alpha	protein-coding gene	gene with protein product			PWWP domain containing|MicroRNA protein coding host genes|7BS C5-cytosine DNA/RNA methyltransferases|DNA/RNA methyltransferases	1147|1691|2060|3371	ENSG00000119772
HGNC:21218	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	protein-coding gene	gene with protein product	rcl|dJ330M21.3	C6orf108			ENSG00000112667
HGNC:24013	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	protein-coding gene	gene with protein product	HSU15552|ERBP|TdIF2				ENSG00000067334
HGNC:2987	DOCK1	dedicator of cytokinesis 1	protein-coding gene	gene with protein product	DOCK180|ced5		Armadillo like helical domain containing|DOCK family Rho GEFs|SH3 domain containing	1492|1536|4034	ENSG00000150760
HGNC:19192	DOCK4	dedicator of cytokinesis 4	protein-coding gene	gene with protein product	FLJ34238|KIAA0716		DOCK family Rho GEFs|SH3 domain containing	1536|4034	ENSG00000128512
HGNC:3003	DPH1	diphthamide biosynthesis 1	protein-coding gene	gene with protein product	OVCA1	DPH2L|DPH2L1	Minor histocompatibility antigens|Diphthamide biosynthesis genes	870|1808	ENSG00000108963
HGNC:3004	DPH2	diphthamide biosynthesis 2	protein-coding gene	gene with protein product		DPH2L2	Diphthamide biosynthesis genes	1808	ENSG00000132768
HGNC:3019	DRAP1	DR1 associated protein 1	protein-coding gene	gene with protein product	NC2-alpha				ENSG00000175550
HGNC:25251	DRC9	dynein regulatory complex subunit 9	protein-coding gene	gene with protein product	DKFZp434B227|DRC9|CFAP122	IQCG	Dynein regulatory complex|Cilia and flagella associated	981|1491	ENSG00000114473
HGNC:3030	DRG2	developmentally regulated GTP binding protein 2	protein-coding gene	gene with protein product					ENSG00000108591
HGNC:3049	DSG2	desmoglein 2	protein-coding gene	gene with protein product	CDHF5		Desmosomal cadherins	1188	ENSG00000046604
HGNC:3050	DSG3	desmoglein 3	protein-coding gene	gene with protein product	CDHF6		Desmosomal cadherins	1188	ENSG00000134757
HGNC:15750	DSTN	destrin, actin depolymerizing factor	protein-coding gene	gene with protein product	ADF|ACTDP		Cofilin family	3713	ENSG00000125868
HGNC:19334	DTWD2	DTW motif tRNA-uridine aminocarboxypropyltransferase 2	protein-coding gene	gene with protein product	FLJ33977		DTW motif tRNA-uridine aminocarboxypropyltransferases	4015	ENSG00000169570
HGNC:30323	DTX3L	deltex E3 ubiquitin ligase 3L	protein-coding gene	gene with protein product	BBAP|RNF143		Ring finger proteins|Deltex E3 ubiquitin ligase family	58|4132	ENSG00000163840
HGNC:30086	DUS1L	dihydrouridine synthase 1 like	protein-coding gene	gene with protein product	PP3111|DUS1		Dihydrouridine synthase family	4079	ENSG00000169718
HGNC:3069	DUSP3	dual specificity phosphatase 3	protein-coding gene	gene with protein product		VHR	Atypical dual specificity phosphatases	896	ENSG00000108861
HGNC:3070	DUSP4	dual specificity phosphatase 4	protein-coding gene	gene with protein product	HVH2|MKP-2|TYP		MAP kinase phosphatases	895	ENSG00000120875
HGNC:3072	DUSP6	dual specificity phosphatase 6	protein-coding gene	gene with protein product	MKP-3|PYST1		MAP kinase phosphatases	895	ENSG00000139318
HGNC:3073	DUSP7	dual specificity phosphatase 7	protein-coding gene	gene with protein product	MKP-X|PYST2		MAP kinase phosphatases	895	ENSG00000164086
HGNC:3065	DUSP10	dual specificity phosphatase 10	protein-coding gene	gene with protein product	MKP-5|MKP5		MAP kinase phosphatases	895	ENSG00000143507
HGNC:3066	DUSP11	dual specificity phosphatase 11	protein-coding gene	gene with protein product	PIR1		Atypical dual specificity phosphatases	896	ENSG00000144048
HGNC:17007	DUSP14	dual specificity phosphatase 14	protein-coding gene	gene with protein product	MKP-L|MKP6		Atypical dual specificity phosphatases	896	ENSG00000276023
HGNC:16077	DUSP22	dual specificity phosphatase 22	protein-coding gene	gene with protein product	MKPX|JSP1|JKAP|VHX		Atypical dual specificity phosphatases	896	ENSG00000112679
HGNC:11694	DYNLT3	dynein light chain Tctex-type 3	protein-coding gene	gene with protein product	TCTEX1L	TCTE1L	Dynein 1 complex subunits|Dynein 2 complex subunits|Dyneins, axonemal inner arm I1/f complex subunits|Dynein light chain Tctex-type family	2028|2029|2032|3997	ENSG00000165169
HGNC:3094	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	protein-coding gene	gene with protein product	RED|REDK|hYAK3-2		Dual-specificity tyrosine-regulated kinase family	3521	ENSG00000143479
HGNC:3097	DYSF	dysferlin	protein-coding gene	gene with protein product	FER1L1	LGMD2B	Ferlin family	828	ENSG00000135636
HGNC:15858	DZANK1	double zinc ribbon and ankyrin repeat domains 1	protein-coding gene	gene with protein product	FLJ10600|dJ568F9.2|FLJ30892|bA189K21.8|ANKRD64	C20orf84|C20orf12	Ankyrin repeat domain containing	403	ENSG00000089091
HGNC:3114	E2F2	E2F transcription factor 2	protein-coding gene	gene with protein product	E2F-2		E2F transcription factors	982	ENSG00000007968
HGNC:19312	EAPP	E2F associated phosphoprotein	protein-coding gene	gene with protein product	BM036|FLJ20578	C14orf11			ENSG00000129518
HGNC:15531	EBNA1BP2	EBNA1 binding protein 2	protein-coding gene	gene with protein product	NOBP|EBP2|P40		MicroRNA protein coding host genes	1691	ENSG00000117395
HGNC:3133	EBP	EBP cholestenol delta-isomerase	protein-coding gene	gene with protein product	D8D7I|CPX|CPXD|CHO2	CDPX2	AEBS complex subunits|EXPERA domain containing	3627|3913	ENSG00000147155
HGNC:17029	ECD	ecdysoneless cell cycle regulator	protein-coding gene	gene with protein product	hSGT1|GCR2				ENSG00000122882
HGNC:3149	ECH1	enoyl-CoA hydratase 1	protein-coding gene	gene with protein product	HPXEL				ENSG00000104823
HGNC:16978	EDDM3A	epididymal protein 3A	protein-coding gene	gene with protein product	HE3-ALPHA	FAM12A			ENSG00000181562
HGNC:53168	EDDM13	epididymal protein 13	protein-coding gene	gene with protein product					ENSG00000267710
HGNC:18967	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	protein-coding gene	gene with protein product	KIAA0212|EDEM		Mannosidases alpha class 1	1193	ENSG00000134109
HGNC:3176	EDN1	endothelin 1	protein-coding gene	gene with protein product	ET1		Endothelins	1908	ENSG00000078401
HGNC:3188	EED	embryonic ectoderm development	protein-coding gene	gene with protein product	WAIT-1|HEED		WD repeat domain containing|Polycomb repressive complex 2|MicroRNA protein coding host genes	362|1347|1691	ENSG00000074266
HGNC:29051	EFCAB14	EF-hand calcium binding domain 14	protein-coding gene	gene with protein product		KIAA0494	EF-hand domain containing	863	ENSG00000159658
HGNC:3227	EFNB2	ephrin B2	protein-coding gene	gene with protein product	LERK5|Htk-L|HTKL|MGC126226|MGC126227|MGC126228	EPLG5	Ephrins	546	ENSG00000125266
HGNC:3229	EGF	epidermal growth factor	protein-coding gene	gene with protein product			EGF ligand family	4052	ENSG00000138798
HGNC:3236	EGFR	epidermal growth factor receptor	protein-coding gene	gene with protein product	ERBB1|ERRP	ERBB	Erb-b2 receptor tyrosine kinases	1096	ENSG00000146648
HGNC:3238	EGR1	early growth response 1	protein-coding gene	gene with protein product	225|TIS8|AT225|G0S30|NGFI-A|ZIF268|KROX-24|ZIF-268		Zinc fingers C2H2-type|Early growth response family	28|4133	ENSG00000120738
HGNC:13276	EI24	EI24 autophagy associated transmembrane protein	protein-coding gene	gene with protein product	PIG8|TP53I8|EPG4				ENSG00000149547
HGNC:3287	EIF4E	eukaryotic translation initiation factor 4E	protein-coding gene	gene with protein product	EIF4E1	EIF4EL1|EIF4F			ENSG00000151247
HGNC:3288	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	protein-coding gene	gene with protein product	PHAS-I|4E-BP1				ENSG00000187840
HGNC:3296	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	protein-coding gene	gene with protein product	p220|PARK18	EIF4G|EIF4F	Small nucleolar RNA protein coding host genes|MIF4G domain containing proteins	1835|2128	ENSG00000114867
HGNC:3299	EIF5	eukaryotic translation initiation factor 5	protein-coding gene	gene with protein product			Small nucleolar RNA protein coding host genes	1835	ENSG00000100664
HGNC:3301	EIF5A2	eukaryotic translation initiation factor 5A2	protein-coding gene	gene with protein product					ENSG00000163577
HGNC:14198	ELAC2	elaC ribonuclease Z 2	protein-coding gene	gene with protein product	FLJ10530|HPC2		MBL fold containing DNA/RNA interacting subfamily|Endoribonucleases	1615|1687	ENSG00000006744
HGNC:3312	ELAVL1	ELAV like RNA binding protein 1	protein-coding gene	gene with protein product	HuR|Hua|MelG	HUR	RNA binding motif containing|ELAV like RNA binding protein family	725|2291	ENSG00000066044
HGNC:15829	ELOVL6	ELOVL fatty acid elongase 6	protein-coding gene	gene with protein product	FLJ23378|MGC5487|LCE		ELOVL fatty acid elongase family	3530	ENSG00000170522
HGNC:5959	ELP1	elongator acetyltransferase complex subunit 1	protein-coding gene	gene with protein product	IKAP|TOT1|IKI3	DYS|IKBKAP	Elongator acetyltransferase complex 	539	ENSG00000070061
HGNC:14417	ELSPBP1	epididymal sperm binding protein 1	protein-coding gene	gene with protein product	HE12|E12|EDDM12				ENSG00000169393
HGNC:24301	EMC7	ER membrane protein complex subunit 7	protein-coding gene	gene with protein product	C11orf3	C15orf24	ER membrane protein complex subunits	1911	ENSG00000134153
HGNC:18036	EMID1	EMI domain containing 1	protein-coding gene	gene with protein product	EMU1|hEmu1|EMI5		EMI domain containing	540	ENSG00000186998
HGNC:18035	EML2	EMAP like 2	protein-coding gene	gene with protein product	EMAP2|ELP70|EMAP-2		WD repeat domain containing|EMAP like|MicroRNA protein coding host genes	362|1679|1691	ENSG00000125746
HGNC:3353	ENO2	enolase 2	protein-coding gene	gene with protein product	NSE		Enolases	1603	ENSG00000111674
HGNC:24599	ENOPH1	enolase-phosphatase 1	protein-coding gene	gene with protein product	MASA|E1|mtnC		HAD Asp-based non-protein phosphatases	1045	ENSG00000145293
HGNC:30365	ENOSF1	enolase superfamily member 1	protein-coding gene	gene with protein product	HSRTSBETA|rTS|TYMSAS|FUCD		Carbon-oxygen lyases	3925	ENSG00000132199
HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	protein-coding gene	gene with protein product	PD-IBETA|gp130RB13-6|B10|CD203c	PDNP3	CD molecules|Ectonucleotide pyrophosphatase/phosphodiesterase family	471|1821	ENSG00000154269
